Client Name,Equipment Type,ISI Number,Serial Number,DOM,SWL,Client Ref,Location,Report ID,A Defect,B Defect,C Defect,D Defect,Report Date,Next Inspection Date
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01161,N/A,N/A,7000 KG,S/No: VBC20 1025,1000,14641,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01368,N/A,N/A,2000 KG,S/No: 1533,1500,14642,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01470,N/A,N/A,3000 KG,S/No: 003299790,1800,14643,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01016,N/A,N/A,340 KG,S/No: C15 (M12) 0718,700,14644,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01298,N/A,N/A,1000 KG,S/No: 083618,1400,14645,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01401,N/A,N/A,340 KG,S/No: C15 (M12) 1610,1600,14646,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01274,N/A,N/A,700 KG,S/No: C15 (M16) 1316,1300,14647,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01115,N/A,N/A,2000 KG,S/No: 09331,900,14648,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01014,N/A,N/A,700 KG,S/No: C15 (M16) 0716,700,14649,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01332,N/A,N/A,2000 KG,S/No: 1440,1400,14650,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01468,N/A,N/A,1000 KG,S/No: 003299623,1800,14651,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01253,N/A,N/A,2000 KG,S/No: 003322196,1300,14652,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01537,N/A,N/A,7000 KG,S/No: 1918,1900,14653,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01030,N/A,N/A,2000 KG,S/No: 0710,700,14654,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01300,N/A,N/A,1000 KG,S/No: 3180760,1400,14655,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01265,N/A,N/A,700 KG,C15 (M16) 1307,1300,14656,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01219,N/A,N/A,1000 KG,S/No: 002722444,1200,14657,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01159,N/A,N/A,7000 KG,S/No: VBC20 1023,1000,14658,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01503,N/A,N/A,30cwt / 1500,S/No: 1826,1800,14659,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01232,N/A,N/A,700 KG,S/No: C15 (M16) 1215,1200,14660,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01116,N/A,N/A,2000 KG,S/No: 09332,900,14661,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01134,N/A,N/A,3000 KG,S/No: 003299789,1000,14662,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01184,N/A,N/A,340 KG,S/No: C15 (M12) 1112,1100,14663,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01235,N/A,N/A,230 KG,S/No: C15 (M10) 1205,1200,14664,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01367,N/A,N/A,2000 KG,S/No: 1532,1500,14665,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01082,N/A,N/A,2000 KG,S/No: 0807,800,14666,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01264,N/A,N/A,1800 KG,C15 (M24) 1306,1300,14667,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01175,N/A,N/A,1000 KG,S/No: 003305106,1100,14668,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01169,N/A,N/A,2000 KG,S/No: 002267581,1100,14669,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01194,N/A,N/A,230 KG,S/No: C15 (M10) 1107,1100,14670,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01125,N/A,N/A,1500 KG,S/No: VBH14 0928,900,14671,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01157,N/A,N/A,2000 KG,S/No: 1003,1000,14672,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01050,N/A,N/A,3000 KG,S/No: 003299788,800,14673,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01522,N/A,N/A,230 KG,S/No: C15 (M10) 1907,1900,14674,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01471,N/A,N/A,1000 KG,S/No: 003255940,1800,14675,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01372,N/A,N/A,2000 KG,S/No: 1534,1500,14676,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01526,N/A,N/A,700 KG,S/No: C15 (M16) 1914,1900,14677,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01241,N/A,N/A,2000 KG,S/No: 1238,1200,14678,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01006,N/A,N/A,1000 KG,S/No: 003305121,700,14679,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01212,N/A,N/A,2000 KG,S/No: 003254973,1200,14680,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01185,N/A,N/A,230 KG,S/No: C15 (M10) 1108,1100,14681,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01444,N/A,N/A,340 KG,S/No: C15 (M12) 1710,1700,14682,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01189,N/A,N/A,700 KG,S/No: C15 (M16) 1113,1100,14683,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01113,N/A,N/A,2000 KG,S/No: 0916,900,14684,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01224,N/A,N/A,700 KG,S/No: C15 (M16) 1220,1200,14685,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01344,N/A,N/A,3000 KG,S/No: 003254621,1500,14686,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01124,N/A,N/A,1500 KG,S/No: VBH14 0927,900,14687,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01211,N/A,N/A,2000 KG,S/No: 002460858,1200,14688,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01411,N/A,N/A,7000 KG,S/No: 1637,1600,14689,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01366,N/A,N/A,2000 KG,S/No: AD6GP 1531,1500,14690,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01386,N/A,N/A,1000 KG,S/No: 003190133,1600,14691,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01422,N/A,N/A,2000 KG,S/No: 003010962,1700,14692,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01396,N/A,N/A,230 KG,S/No: C15 (M10) 1605,1600,14693,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01151,N/A,N/A,230 KG,S/No: C15 (M10) 1019,1000,14694,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01388,N/A,N/A,1000 KG,S/No:,1600,14695,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01365,N/A,N/A,2000 KG,S/No: AD6GP 1516,1500,14696,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01334,N/A,N/A,30cwt / 1500,S/No: 1433,1400,14697,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01153,N/A,N/A,140 KG,S/No: C15 (M8) 1021,1000,14698,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01049,N/A,N/A,1000 KG,S/No: 003305096,800,14699,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01517,N/A,N/A,700 KG,S/No: C15 (M16) 1924,1900,14700,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01340,N/A,N/A,1000 KG,S/No: 083608,1500,14701,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01065,N/A,N/A,340 KG,S/No: C15 (M12) 0825,800,14702,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01494,N/A,N/A,2000 KG,S/No: 1830,1800,14703,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01172,N/A,N/A,1000 KG,S/No: 002769220,1100,14704,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01091,N/A,N/A,1000 KG,S/No: 003254633,900,14705,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01057,N/A,N/A,340 KG,S/No: C15 (M12) 0817,800,14706,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01120,N/A,N/A,2000 KG,S/No: VBS15 0924,900,14707,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01072,N/A,N/A,2000 KG,S/No: 0810,800,14708,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01218,N/A,N/A,1000 KG,S/No: 003256434,1200,14709,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01524,N/A,N/A,140 KG,S/No: C15 (M8) 1903,1900,14710,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01250,N/A,N/A,30 cwt / 1524kgs,S/No: 1233,1200,14711,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01463,N/A,N/A,2000 KG,S/No: 003322193,1800,14712,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01318,N/A,N/A,340 KG,S/No: C15 (M12) 1410,1400,14713,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01530,N/A,N/A,230 KG,S/No: C15 (M10) 1904,1900,14714,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01183,N/A,N/A,340 KG,S/No: C15 (M12) 1124,1100,14715,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01040,N/A,N/A,2000 KG,S/No: VBU15 1707,700,14716,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01451,N/A,N/A,2000 KG,S/No: BMN1727,1700,14717,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01024,N/A,N/A,340 KG,S/No: C15 (M12) 0726,700,14718,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01502,N/A,N/A,30cwt / 1500,S/No: 1825,1800,14719,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01176,N/A,N/A,3000 KG,S/No: 002679652,1100,14720,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01181,N/A,N/A,700 KG,S/No: C15 (M16) 1128,1100,14721,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01510,N/A,N/A,1000 KG,S/No: 003254635,1900,14722,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01508,N/A,N/A,1000 KG,S/No: 002635041,1900,14723,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01282,N/A,N/A,2000 KG,S/No: AW6GP 1302,1300,14724,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01051,N/A,N/A,1000 KG,S/No: 00302692,800,14725,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01443,N/A,N/A,340 KG,S/No: C15 (M12) 1708,1700,14726,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01198,N/A,N/A,2000 KG,S/No: AD6GP 1118,1100,14727,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01302,N/A,N/A,3000 KG,S/No: 003209602,1400,14728,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01453,N/A,N/A,2000 KG,S/No: 1730,1700,14729,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01047,N/A,N/A,1000 KG,S/No: 003297558,800,14730,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01053,N/A,N/A,1800 KG,C15 (M24) 0813,800,14731,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01437,N/A,N/A,230 KG,S/No: C15 (M10) 1705,1700,14732,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01450,N/A,N/A,2000 KG,S/No: AW6GP 1726,1700,14733,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01170,N/A,N/A,2000 KG,S/No: 002460856,1100,14734,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01108,N/A,N/A,340 KG,S/No: C15 (M12) 0908,900,14735,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01301,N/A,N/A,1000 KG,S/No: 003240367,1400,14736,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01078,N/A,N/A,2000 KG,S/No: 0804,800,14737,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01071,N/A,N/A,2000 KG,S/No: 0809,800,14738,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01512,N/A,N/A,3000 KG,S/No: 002804456,1900,14739,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01062,N/A,N/A,140 KG,S/No: C15 (M8) 0822,800,14740,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01472,N/A,N/A,1000 KG,S/No: 003255949,1800,14741,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01109,N/A,N/A,230 KG,S/No: C15 (M10) 0906,900,14742,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01330,N/A,N/A,2000 KG,S/No: 1438,1400,14743,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01516,N/A,N/A,2500 KG,C15 (M24) 1923,1900,14744,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01487,N/A,N/A,230 KG,S/No: C15 (M10) 1815,1800,14745,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01383,N/A,N/A,1000 KG,S/No: 087720,1600,14746,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01535,N/A,N/A,2000 KG,S/No: 1924,1900,14747,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01461,N/A,N/A,30 cwt / 1500,S/No: 1734,1700,14748,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Web Slings (1 m),GEA01217,N/A,N/A,1000 KG,S/No: 003254623,1200,14749,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01405,N/A,N/A,140 KG,S/No: C15 (M8) 1602,1600,14750,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01310,N/A,N/A,340 KG,S/No: C15 (M12) 1411,1400,14751,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01491,N/A,N/A,2000 KG,S/No: AF6GP 1827,1800,14752,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01005,N/A,N/A,1000 KG,S/No: 003297557,700,14753,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01077,N/A,N/A,7000 KG,S/No: 0803,800,14754,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01525,N/A,N/A,700 KG,S/No: C15 (M16) 1912,1900,14755,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01457,N/A,N/A,7000 KG,S/No: 1718,1700,14756,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01350,N/A,N/A,700 KG,S/No: C15 (M16) 1513,1500,14757,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01284,N/A,N/A,2000 KG,S/No: AW6GP 1304,1300,14758,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01255,N/A,N/A,2000 KG,S/No: 00332195,1300,14759,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01331,N/A,N/A,2000 KG,S/No: 1439,1400,14760,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01129,N/A,N/A,2000 KG,S/No: 003322188,1000,14761,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01188,N/A,N/A,140 KG,S/No: C15 (M8) 1104,1100,14762,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01483,N/A,N/A,700 KG,S/No: C15 (M16) 1811,1800,14763,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01002,N/A,N/A,2000 KG,S/No: 003322186,700,14764,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01358,N/A,N/A,700 KG,S/No: C15 (M16) 1512,1500,14765,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01352,N/A,N/A,340 KG,S/No: C15 (M12) 1511,1500,14766,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01452,N/A,N/A,2000 KG,S/No:ADS GP 1728,1700,14767,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01410,N/A,N/A,2000 KG,S/No: 1641,1600,14768,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01415,N/A,N/A,2000 KG,S/No:1619,1600,14769,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01026,N/A,N/A,230 KG,S/No: C15 (M10) 0728,700,14770,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01136,N/A,N/A,1000 KG,S/No: 003297548,1000,14771,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01493,N/A,N/A,2000 KG,S/No: 1829,1800,14772,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01163,N/A,N/A,2000 KG,S/No: VBS15 1027,1000,14773,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01306,N/A,N/A,1800 KG,C15 (M24) 1437,1400,14774,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01295,N/A,N/A,2000 KG,S/No: 002679708,1400,14775,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01474,N/A,N/A,1800 KG,S/No: C15 (M24) 1802,1800,14776,None,None,None,None,02/12/2023,02/06/2024
